Jay,nonad,50,10,0.2,11025.8,2056,1531,1892,7543,3313,10667,9172,9990,7089,6755,6373,7970,8996,6282,13127,9308,13604,11252,5624,10423,14199,7354,12136,6751,12265,13075,6196,6122,9800,20604,16131,11056,9423,16184,13234,15250,13491,5341,9335,21199,11170,6329,9487,8997,11745,17374,6756,10847,33910,7106,6417,6559,6050,6893,9537
darren,ad,aa,ad,Darren,nonad,Jay,nonad,50,10,0.2,11025.8,2056,1531,1892,7543,3313,10667,9172,9990,7089,6755,6373,7970,8996,6282,13127,9308,13604,11252,5624,10423,14199,7354,12136,6751,12265,13075,6196,6122,9800,20604,16131,11056,9423,16184,13234,15250,13491,5341,9335,21199,11170,6329,9487,8997,11745,17374,6756,10847,33910,7106,6417,6559,6050,6893,9537
